communityname,State,pop,perHoush,pct12-21,pct12-29,pct16-24,pct65up,medIncome,pctNotHSgrad,pctCollGrad,pctUnemploy,pctAllDivorc,persHomeless,violentPerPop
Cookevillecity,TN,21744,2.54,23.78,40.9,28.8,11.64,20646,30.36,24.39,6.58,10.4,0,237.29
UniversityHeightscity,OH,14790,2.87,20.62,30.27,20.39,14.02,43376,9.16,47,4.65,6.2,0,237.45
Libertytownship,OH,24453,2.49,12.06,22.97,11.14,16.19,27081,23.48,17.35,7.1,9.6,0,238.15
Phillipsburgtown,NJ,15757,2.55,12.2,26.05,12.38,14.87,27289,33.88,8.82,6.47,11.38,1,238.59
PortAngelescity,WA,17710,2.41,12.71,22.59,10.6,16.17,24685,20.41,14.37,7.46,14.17,1,239.32
Torringtontown,CT,33687,2.43,10.5,24.43,11.32,16.51,35230,27.5,15.67,5.1,9.89,0,239.72
Athenscity,OH,21265,3.67,48.66,69.67,61.34,4.91,14350,9.9,57.15,8.54,4.1,0,239.75
Madisontownship,OH,18749,2.9,15.51,27.09,13.29,8.64,35575,22.08,11.41,4.98,10.18,0,240.92
PaloAltocity,CA,55900,2.31,10.27,23.58,10.36,13.73,55333,5.27,65.16,2.4,12.24,11,241.21
Weirtoncity,WV,22124,2.42,12,21.54,10.13,18.22,28261,26.07,11.35,6.7,9.32,1,241.28
Sheffieldcity,AL,10380,2.4,12.99,24.33,12.35,18.09,20134,34.2,13.58,7.43,12.08,0,241.31
NorthProvidencetown,RI,32090,2.42,10.96,25.88,12.68,17.02,32321,29.18,20.36,6.12,9.11,0,241.68
Gilberttown,AZ,29188,3.11,15.44,30.53,12.98,2.98,41081,9.23,29.04,4.24,9.44,0,242.12
StevensPointcity,WI,23006,2.79,25.97,45.62,33.52,11.04,22194,20.01,23.91,5.96,6.76,0,242.54
Kerrvillecity,TX,17384,2.44,11.9,20.75,10.71,25.51,22186,26.53,20.47,6.59,12.32,0,242.89
Milfordtown,NH,11795,2.64,12.43,28.51,12.33,8.91,38792,15.78,24.17,5.43,11.67,0,243.35
SealBeachcity,CA,25098,1.88,7.58,17.67,8.15,30.19,32834,13.68,31.57,2.9,10.98,2,243.44
Borgercity,TX,15675,2.59,14.23,24.38,11.44,15.44,26111,30.94,12.41,7.4,9.78,0,243.47
Levellandcity,TX,13986,3.01,19.56,30.5,16.44,10.77,23497,35.18,13.62,6.83,8.8,0,243.47
Perkinstownship,OH,10793,2.9,12.64,20.02,9.39,15.08,38725,22.79,16.17,3.91,8.94,0,243.53
Lowertownship,NJ,20820,2.48,11.08,21.51,9.93,20.18,26668,34.58,9.23,7.71,8.85,0,243.98
RoyalPalmBeachvillage,FL,14589,2.82,9.6,20.02,6.9,15.3,40885,15.31,21.12,4.38,8.12,0,244.05
Milwaukiecity,OR,18692,2.37,11.87,24.54,10.91,13.44,29693,15.13,17.55,4.6,14.68,1,245.51
Woburncity,MA,35943,2.67,11.41,28.83,13.08,11.5,42679,13.63,23.73,5.7,8.19,0,246.09
Jaspercity,IN,10030,2.55,12.15,26,11.78,13.46,31061,25.05,16.09,2.36,7.92,0,246.55
Cinnaminsontownship,NJ,14583,3.06,13.76,23.73,12.6,12.6,51129,14.58,27.88,4.1,4.94,0,247.89
Sudburytown,MA,14358,3.02,13.71,21.58,11.12,6.02,79092,4.03,63.25,2.65,5.93,0,248.57
NorthRidgevillecity,OH,21564,3.02,16.23,27.24,13,6.59,41095,20.93,14.1,4.15,8.06,0,248.69
Somervillecity,MA,76210,2.51,12.34,36.91,18.58,11.08,32455,24.82,30.88,6.33,8.04,1,249.58
Sunnyvalecity,CA,117229,2.43,10.1,28.52,12.03,9.53,46403,12.91,37.06,3.96,13.13,0,249.62
Dublincity,CA,23229,3.42,12.28,31.36,14.01,3.15,53710,14.13,24.07,3.52,13.69,0,251.23
Gallowaytownship,NJ,23330,2.94,17.84,34.05,18.86,6.76,41944,18.12,20.42,4.1,9.3,0,251.24
SouthPlainfieldborough,NJ,20489,3.06,12.87,24.68,11.73,11.57,51198,19.05,18.65,4.53,6.04,0,251.32
Scottsdalecity,AZ,130069,2.26,10.51,23.46,10.82,14.84,39037,9.18,34.51,4.4,13.38,0,251.6
Paradisetown,CA,25408,2.3,9.73,16.28,7.27,27.39,22954,22.55,15.06,7.48,12.03,0,252.63
Ridgelandcity,MS,11714,2.08,9.8,37.64,14.54,5.19,31938,8.27,46.51,3.2,12.66,0,252.9
Perrytownship,OH,17215,2.52,12.61,23.11,10.85,16.04,25322,26.26,11.07,5.64,11.04,0,253.7
Dovertown,NJ,15115,2.93,12.39,30.55,14.44,11.16,38822,32.23,14.06,7.19,10.81,4,253.89
Springvillecity,UT,13950,3.33,18,30.75,14.39,9.41,25341,14.49,19.34,4.52,6.81,0,254.39
LittleEggHarbortownship,NJ,13333,2.69,11.55,23.33,10.16,15.85,33961,25.66,10.57,7.85,8.23,0,254.93
Lawrencecity,IN,26763,2.52,12.23,29.29,12.26,8.16,29652,21.06,17.33,4.76,14.22,0,255.32
Teanecktownship,NJ,37825,2.91,13.73,23.88,12.8,13.12,56598,12.63,40.92,4.72,7.68,0,255.74
Brightoncity,CO,14203,2.97,15.13,27.38,12.31,10.13,27126,29.5,13.03,8.17,12.2,0,255.86
Havelockcity,NC,20268,3.58,19.82,46.53,27.47,1.73,24553,9.36,12.97,5.41,7.68,0,255.89
Newtoncity,MA,82585,2.8,14.34,28.52,15.99,12.95,59719,8.34,57.22,3.94,6.41,0,256.34
Maynardtown,MA,10325,2.55,10.97,25.44,11.11,11.5,43253,13.74,28.47,5.92,9.12,0,257.86
Shakopeecity,MN,11739,2.82,14.27,29.74,13.76,7.71,37783,18.38,12,4.65,9.1,0,258.16
Dunkirkcity,NY,13989,2.48,13.4,24.92,12.38,17.24,20742,29.22,10.18,11.19,11.06,0,259.44
Broomfieldcity,CO,24638,2.83,14.54,26.59,11.34,5.17,39067,8.25,27.88,3.76,10.39,0,259.69
LiveOakcity,TX,10023,2.87,15.44,28.6,12.67,4.12,35856,7.89,21.17,4.38,11.48,0,259.79
Bellefontainecity,OH,12142,2.55,15.15,28.5,14.02,11.75,25221,26.3,9.82,7.89,14.1,0,259.88
Eulesscity,TX,38149,2.47,11.98,31.87,13.22,3.69,34950,13.79,25.76,4.14,15.38,0,260.35
Enniscity,TX,13883,3,14.88,27.28,12.84,11.73,25679,38.51,10.94,6.75,10.4,0,260.79
WarnerRobinscity,GA,43726,2.62,14.34,29.32,13.5,7.74,29722,19.26,14.83,5.57,13.87,0,260.89
BeaverDamcity,WI,14196,2.47,12.78,23.99,10.58,16.19,25976,23.96,14.68,4.22,9.65,0,260.97
Beniciacity,CA,24437,2.65,12.55,22.31,9.96,7.51,49660,9.59,32.62,4.19,13.3,0,261.4
LaVernecity,CA,30897,2.88,14.75,25.22,12.82,11.14,46587,15.42,27.15,3.94,9.32,0,261.47
Massilloncity,OH,31007,2.56,13.75,25.53,12.34,14.37,23819,30.64,8.19,8.98,12.23,0,264.07
Lawrencetownship,NJ,25787,2.83,17.33,30.45,18.96,11.66,51035,12.38,44.47,3.01,7.48,0,264.12
Delawarecity,OH,20030,2.81,20.34,33.24,19.99,9.52,28975,20.57,20.2,4.32,11.94,0,264.2
Stoughtontown,MA,26777,2.85,13.21,27,13.11,11.96,42044,17.46,22.6,5.81,8.04,0,264.67
WisconsinRapidscity,WI,18245,2.42,11.46,24.25,11.29,16.34,25759,21.56,12.43,7.06,10.47,0,264.97
NorthRichlandHillscity,TX,45895,2.72,14.05,28.28,13.04,6.44,38354,13.58,22.02,4.38,11.78,0,265.42
Danburytown,CT,65585,2.72,13.01,28.95,13.89,10.16,43832,23.53,26.92,5.4,9.92,41,265.95
McMinnvillecity,OR,17894,2.71,16.91,28.81,16.43,14.05,25878,19.31,19.17,4.83,10.95,69,266.29
Arvadacity,CO,89235,2.73,14.29,25.69,11.86,7.05,39014,11.62,25.05,5.17,11.9,0,266.81
Astontownship,PA,15080,2.93,14.13,25.04,11.62,11.65,44083,19.5,20.47,3.4,7.02,0,267.33
Stillwatercity,OK,36676,2.59,29.79,51.91,38.55,7.04,18501,10.45,44.3,6.22,7.13,0,267.59
Conwaycity,AR,26481,2.81,24.56,40.34,27.54,10.18,22291,23.73,27.35,7.02,8.61,0,267.64
Vidorcity,TX,10935,2.78,15.97,26.96,13.31,10.42,24568,33.24,5.64,6.4,13.36,0,267.96
Portagecity,IN,29060,2.76,15.46,27.15,12.78,9.38,33118,25.54,9.32,6.17,11.34,0,268.19
NorthPalmBeachvillage,FL,11343,2.04,7.71,15.43,7.37,29.89,38464,10.3,31.13,2.95,10.4,0,268.82
LosGatostown,CA,27357,2.43,10.95,22.84,10.17,10.83,57815,6.46,47.89,2.92,13.71,1,268.94
Voorheestownship,NJ,24559,2.7,11.49,24.24,10.75,7.77,51679,12.19,40.26,2.43,8.77,0,269.6
Hendersoncity,NV,64942,2.79,13.25,26.44,11.5,7.86,38802,17.51,17.34,5.39,14.14,88,269.82
Camarillocity,CA,52303,2.89,12.46,23.03,10.7,15.55,48219,12.15,27.19,3.68,9.99,1,270.09
Sherwoodcity,AR,18893,2.69,14.39,26.78,11.9,6.96,36698,12.78,23.47,3.55,10.67,0,270.39
FountainValleycity,CA,53691,3.08,16.68,29.12,15.57,6.56,56255,11.27,31.33,3.96,9.69,3,270.88
Raytowncity,MO,30601,2.41,11.08,22.59,10.15,16.17,32002,15.17,18.13,3.91,11.53,0,271.52
Secaucustown,NJ,14061,2.61,11.02,24.24,11.9,15.11,51814,26.13,24.07,3.87,8.82,0,271.86
Richardsoncity,TX,74840,2.75,13.61,23.92,10.61,6.87,50240,6.66,45.89,3.88,10.47,0,272.13
SouthRiverborough,NJ,13692,2.69,11.77,25.31,12.33,15.55,37998,35.42,13.1,5.74,6.87,0,272.83
Evanstoncity,WY,10903,3.05,15.92,27.36,10.81,5.4,31193,14,16.2,4.73,12.58,1,272.91
Danverstown,MA,24174,2.74,11.56,24.23,11.54,12.83,43759,13.21,26.61,5.29,8.33,0,273.42
Burlingamecity,CA,26801,2.17,8.72,22.76,9.69,16.12,42487,11.75,33.48,2.8,12.86,2,273.51
Superiorcity,WI,27134,2.47,14.51,26.47,13.78,15.12,20905,22.68,15.93,9.73,12.05,0,273.7
Owensborocity,KY,53549,2.47,14.38,26.56,13.19,13.51,21952,28.16,15.31,7.85,13.67,0,275.38
Murraycity,UT,31282,2.67,14.32,28.56,12.99,9.72,28950,15.77,20.38,3.27,13.21,7,275.53
DeSotocity,TX,30544,2.84,15.06,26.4,12.05,5.88,45550,12,29.36,4.11,10.56,0,275.58
Gladstonecity,MO,26243,2.49,12.62,25.45,12.11,10.39,37302,12.08,22.99,3.13,10.72,0,275.83
EastLongmeadowtown,MA,13367,2.86,12.25,20.79,10.34,15.13,41372,15.31,24.53,4.41,5.92,0,276.81
Gainesvillecity,TX,14256,2.5,13.45,24.08,11.99,16.89,20364,32.93,12.1,6.56,12.01,0,277.22
Dedhamtown,MA,23782,2.8,12.12,25.77,12.84,14.26,45687,15.97,27.01,5.41,6.87,0,277.57
Schertzcity,TX,10555,2.76,13.93,26.76,12.33,8.31,31768,19.62,15.23,5.62,10.16,0,278.38
Littletoncity,CO,33685,2.42,12.43,24.93,11.73,10.75,34006,10.15,35.7,4.62,13.59,0,278.64
Georgetowncity,TX,14842,2.87,19.07,31.42,18.42,11.43,25953,26.71,23.17,5.26,10.14,0,278.88
Tahlequahcity,OK,10398,2.53,20.79,36.19,23.58,12.6,14822,24.6,29.54,9.79,13.56,0,278.92
Urbanacity,OH,11353,2.52,13.92,25.6,13.6,14.52,26684,26.21,12.16,7.28,12.37,0,279.45
Nutleytownship,NJ,27099,2.56,10.96,23.42,11.06,15.85,43172,20.49,28.19,5.15,7.44,0,279.55
Sapulpacity,OK,18074,2.6,14.21,24.63,11.96,14.03,23810,29.49,12.41,5.72,12.22,0,279.58
WestLinncity,OR,16367,2.81,13.8,21.98,9.82,6.76,45474,7.91,36.54,2.64,9.89,0,280.44
Laceycity,WA,19279,2.5,14.58,26.91,13.49,13.32,29426,11.75,24.08,6.18,12.7,0,280.63
Springdalecity,OH,10621,2.51,12.67,25.89,12,11.19,38128,17.83,23.2,3.59,10.63,0,280.93
Garnertown,NC,14967,2.6,13.56,26.03,11.61,7.51,36999,15.17,23.44,2.87,10.59,0,281.32
UpperChichestertownship,PA,15004,2.8,13.96,27.11,13.08,10.46,40216,21.62,14.04,2.91,9.52,0,281.76
Gladstonecity,OR,10152,2.76,15.35,24.68,11.85,11.46,32069,14.44,19.07,3.65,12.08,0,282.07
SanBrunocity,CA,38961,2.66,11.64,27.46,12.38,9.68,42019,15.96,21.32,4.12,11.65,0,282.16
Bexleycity,OH,13088,2.75,18.01,26.41,15.68,11.77,48125,4.76,58.28,2.61,7.05,0,282.67
UpperDarbytownship,PA,81177,2.48,11.05,26.27,11.64,15.14,32356,19.96,21.68,4.78,8.53,18,283.39
Binghamtoncity,NY,53008,2.34,13.73,28.54,15.8,16.71,20891,26.12,19.83,8.21,12.76,4,284.04
Laramiecity,WY,26687,2.57,24.78,43.68,30.33,6.7,19642,10,40.39,4.79,9.06,0,284.14
Sayrevilleborough,NJ,34986,2.74,11.54,26.87,12.24,11.6,46057,21.69,17,4.04,7.41,0,284.21
EastRidgecity,TN,21101,2.32,12.25,25.31,12.22,15.71,26728,24.3,15.86,4.64,13.32,0,284.54
Donnacity,TX,12652,3.84,19.7,31.81,15.94,10.63,16922,59.01,8.54,18.14,8.68,0,284.75
Gloucestertownship,NJ,53797,2.9,14.22,27.73,12.46,7.82,41224,18.6,18.92,5.21,9.86,0,285.38
WestHaventown,CT,54021,2.54,11.86,27.72,13.18,13.39,35723,25.52,17.18,5.45,10.93,0,285.73
Garfieldcity,NJ,26727,2.44,10.44,26.67,11.97,16.27,31649,39.87,11.49,6.34,9.37,0,285.93
Goldencity,CO,13116,2.44,17.19,32.43,18.85,9.06,29099,11.94,33.41,5.14,13.2,0,286.09
VirginiaBeachcity,VA,393069,2.9,14.92,32.58,15.46,5.44,36271,12.03,25.5,3.86,10.69,0,286.27
Dracuttown,MA,25594,2.85,13.58,28.78,13.14,9.6,45165,22.94,16.22,8.24,8.14,0,286.4
Claremontcity,NH,13902,2.48,13.37,25.57,12.28,15.03,25532,32.44,11.71,7.32,11.89,0,286.49
MillValleycity,CA,13038,2.19,8.09,16.37,6.94,11.78,55748,3.62,59.33,2.76,17.18,1,286.66
Connersvillecity,IN,15550,2.48,15.34,26.25,13.02,15.18,21989,38.44,8.11,10.84,14.82,0,286.67
NorthBrunswicktownship,NJ,31287,2.71,13.41,29.96,14.37,8.64,49900,16.13,32.71,3.08,8.91,0,288.37
Scrantoncity,PA,81805,2.51,14.3,25.78,14.07,19.66,21060,29.59,13.59,6.55,9.61,1,288.4
Beltoncity,TX,12476,2.96,17.63,30.86,16.31,11.5,18549,37.61,12.59,8.72,12.03,0,288.65
Puyallupcity,WA,23875,2.67,13.62,25.83,11.67,10.84,32849,16.83,17.67,5.61,12.8,0,288.98
Sanduskycity,OH,29764,2.47,13.37,26.24,12.43,13.32,22532,28.83,9.53,8.71,14.45,0,290.39
Millbraecity,CA,20412,2.57,11.19,22.26,10.56,17.04,45999,15.9,24.29,3.19,9.26,0,290.85
Pierrecity,SD,12906,2.55,12.77,24.07,9.52,10.16,27373,15.2,27.92,2.4,9.64,0,291.16
Doylestowntownship,PA,14510,3.19,17.64,28.02,17.04,10.93,52212,14.01,36.07,2.34,7.99,0,291.41
OceanCitycity,NJ,15512,2.19,10.03,23.97,11.46,20.07,32018,13.72,26.62,4.64,11.68,0,291.41
Grapevinecity,TX,29202,2.66,12.38,26.09,10.8,3.93,48901,10.57,35.12,3.09,12.29,0,291.69
Smyrnatown,TN,13647,2.82,15.49,29.54,13.38,6.82,31155,29.64,11.21,5.03,13.51,0,292
Dennistown,MA,13864,2.24,8.84,17.97,8.42,25.87,27900,11.64,25.33,8.65,9.96,0,292.52
Artesiacity,NM,10610,2.71,14.11,24.37,11,13.85,22684,35.28,12.06,7.07,9.91,0,292.57
DelCitycity,OK,23928,2.6,15.11,26.78,12.97,10.77,25550,23.07,9.65,7.85,13.82,0,292.91
Willingborotownship,NJ,36291,3.29,16.24,27.52,13.86,6.63,47121,15.27,19.78,5.61,9.98,0,293.41
WalnutCreekcity,CA,60569,2.14,9.6,21.09,9.53,19.52,45529,5.64,46.92,3.27,11.39,7,293.54
Lewisvillecity,TX,46521,2.63,13.62,34.3,15.44,3.99,36006,15.27,25.52,3.72,12.61,0,293.63
NorthBergentownship,NJ,48414,2.55,11.37,26.02,11.7,13.76,33488,35.46,18.21,7.69,10.91,1,294.3
CoralSpringscity,FL,79443,2.94,16.71,27.43,12.9,6.39,43428,10.81,31.47,3.85,9.68,1,294.6
Glendoracity,CA,47828,2.93,14.02,25.49,11.98,9.42,46116,16.32,22.16,4.3,10.68,0,294.92
Florencetownship,NJ,10266,2.72,12.44,25.11,11.29,11.76,37764,25.29,14.33,4.46,10.28,0,295.04
Portalescity,NM,10690,2.8,23.73,37.92,24.88,12.16,16162,38.26,21.1,9.67,11.07,0,295.76
Hopkinscity,MN,16534,2.07,9.46,33.92,14.96,12.69,29584,13.06,26.02,2.2,13.55,0,295.76
Dartmouthtown,MA,27244,2.96,19.03,28.13,17.79,14.33,35138,33.14,21.37,7.85,6.77,0,296.26
WestOrangetownship,NJ,39103,2.64,10.33,22.36,10.39,16.38,49777,16.83,37.7,4.03,6.95,0,297.32
Aberdeentownship,NJ,17038,2.89,12.71,26.94,12.14,7.59,50448,17.15,28.03,5.16,8.46,0,297.32
Lebanoncity,PA,24800,2.37,12.67,26.36,12.43,16.07,21619,36.72,8.15,4.84,13.64,0,297.37
BoulderCitycity,NV,12567,2.51,13.03,20.15,9.21,20.84,34255,17.2,22.09,4.72,10.43,0,298.25
Astoriacity,OR,10069,2.39,12.55,24.42,11.38,14.52,24325,18,16.36,6.09,14.98,0,298.97
Tupelocity,MS,30685,2.62,13.85,26.79,12.33,10.84,27871,23.94,21.88,4.5,12.67,1,300
MapleShadetownship,NJ,19211,2.27,9.95,28.47,12.23,14.77,32955,25.96,15.81,4.89,12.43,0,300.04
Manassascity,VA,27957,2.95,13.21,31.92,14.16,4.39,46674,15.79,25.82,3.3,11,0,301.31
DelRiocity,TX,30705,3.24,18.2,30.68,15.36,9.33,17394,47.24,11.12,13.78,8.78,0,302.47
Walpoletown,MA,20212,2.98,11.89,25.03,11.91,10.3,51242,11.27,31.72,4.78,6.53,0,302.61
Louisvillecity,CO,12361,2.68,9.42,20.29,6.65,4.05,43379,7.72,42.86,3.24,10.78,0,302.76
Dubuquecity,IA,57546,2.68,15.22,26.93,14.36,13.79,27027,21.58,19.42,5.01,7.63,84,303.26
Planocity,TX,128713,2.9,14.53,27.09,11.57,3.22,53905,6.78,46.58,2.88,8.86,0,303.7
CapeCoralcity,FL,74991,2.52,10.48,20.43,9.11,20.68,31177,18.63,15.22,4.35,9.28,0,303.72
Pembroketown,MA,14544,3.12,14.68,26.18,12.59,6.83,46932,12.83,21.9,7.29,7.51,0,303.91
Hinesvillecity,GA,21603,2.88,16.54,38.55,18.73,2.59,24584,12.18,19.21,7.66,10.68,0,304.71
ThousandOakscity,CA,104352,2.86,14.83,26.2,13.3,8.12,56856,10.22,34.95,3.95,10.33,0,305.72
PembrokePinescity,FL,65452,2.45,10.07,22.93,9.64,18.32,36431,18.2,20.9,3.51,10.53,0,305.77
Loraincity,OH,71245,2.72,14.96,26.85,12.84,12.28,24123,32.49,7.67,9.32,12.9,5,306.05
SouthHoustoncity,TX,14207,3.3,17.37,31.32,14.83,5.74,23485,51.75,4.08,8.2,12.94,0,306.54
Gloversvillecity,NY,16656,2.4,12.55,25.2,12.19,17.57,20580,33.68,10.81,9.86,12.91,0,306.64
SanJuancity,TX,10815,3.88,20.79,32.24,16.43,9.61,14292,59.32,7.27,13.29,7.33,0,307.42
Altuscity,OK,21910,2.77,15.45,31.27,15.66,9.85,22098,24.61,17.31,7.72,11.06,0,307.5
Altoonacity,PA,51881,2.51,13.93,24.78,12.31,16.8,20695,26.66,9.48,8.18,10.62,0,309.78
Bethlehemcity,PA,18867,2.37,9.8,21.82,9.79,19.52,30565,25.24,20.27,4.06,9.26,0,309.84
Haddontownship,NJ,14837,2.38,10.77,21.7,10.03,20.22,36215,17.21,26.25,2.28,9.14,0,310.48
Fairviewborough,NJ,10733,2.51,10.76,27.33,12.48,15.84,32846,38.64,15.3,7.65,7.63,0,310.65
Leicestertown,MA,10191,2.95,17.45,29.26,16.22,10.2,40321,21.5,18.84,5.55,8.13,0,310.85
Westboroughtown,MA,14133,2.62,11.89,25.45,11.3,11.06,44044,9.35,39.65,4.41,9.05,0,312.39
VentnorCitycity,NJ,11005,2.3,9.53,23.37,10.74,19.66,33120,20.55,15.4,3.35,10.72,0,313.48
Piscatawaytownship,NJ,47089,3.36,22.54,38.09,24.57,6.31,50451,15.72,31.61,4.6,6.83,0,313.89
Livermorecity,CA,56741,2.75,13.48,27.36,12.18,6.45,49149,11.78,27.28,4.19,11.86,0,314.07
SanClementecity,CA,41100,2.46,10.92,25.28,11.96,11.96,46374,9.64,32.37,3.66,12.51,0,315.14
Beavertoncity,OR,53310,2.41,11.92,28.05,12.26,7.87,33951,8.52,35.99,3.79,13.57,2,316.1
Cumrutownship,PA,13142,2.42,10.65,21.93,10.04,15.31,37161,22.09,24.04,2.32,9.97,0,316.14
Williamsportcity,PA,31933,2.54,16.85,29.84,16.92,13.49,20290,27.68,13.08,9.51,13.61,0,316.55
GrandTerracecity,CA,10946,2.84,13.38,25.7,11.85,8.32,45127,12.4,26.84,4.24,11.52,0,316.75
Cypresscity,CA,42655,2.99,14.79,28.06,13.95,7.06,50981,12.49,26.62,4.48,11.18,0,319.39
OceanSpringscity,MS,14658,2.65,14.8,24.91,11.35,9.58,31161,16.66,25.78,6.83,11.66,0,319.6
Highlandtown,IN,23696,2.71,13.6,25.47,11.97,12.42,39437,15.34,18.89,3.62,7.5,0,319.99
Westminstercity,CO,74625,2.68,13.46,28.67,12.36,4.43,36716,11.6,23.76,4.19,13.38,0,320.3
LittleFallstownship,NJ,11294,2.66,16.11,30.53,18.93,15.21,44970,17.56,27.34,3.97,8.07,9,320.4
TerreHautecity,IN,57483,2.68,18.99,32.55,20.49,14.68,19118,27.66,15.83,8.33,13.75,0,321.08
Madisoncity,WI,191262,2.47,18.9,38,23.7,8.17,29420,9.38,41.98,3.52,9.32,5,321.68
EastBridgewatertown,MA,11104,3.09,15.3,27.76,13.7,8.84,42614,16.79,16.18,7.25,7.89,0,321.82
Olympiacity,WA,33840,2.26,12.81,25.73,12.75,12.81,27785,11.08,33.14,6.69,15.74,8,321.96
Roseburgcity,OR,17032,2.52,12.74,23.93,11.1,15.37,23745,23.31,15.61,7.28,15.75,3,322.81
Kellercity,TX,13683,3.05,13.63,23.66,10.17,4.41,55050,9.95,29.93,2.9,6.87,0,323.35
Bluefieldcity,WV,12756,2.44,12.94,21.61,10.53,19.79,21319,29.67,17.34,5.75,10.42,0,324.52
RanchoPalosVerdescity,CA,41659,2.79,13.31,21.14,10.81,11.17,79797,4.79,53.58,2.33,7.15,0,324.61
Herculescity,CA,16829,3.17,13.76,24.66,10.4,4.26,56098,9.73,34.73,4.37,8.44,1,324.66
Caldwellcity,ID,18400,2.75,16,28.52,14.58,12.82,20831,32.97,12.63,6.41,12.88,0,325.15
ForestParkcity,OH,18609,2.84,16.38,30.27,14.52,5.8,37050,14.96,24.11,5.23,11.14,0,326.81
Milpitascity,CA,50686,3.6,13.26,29.39,13.21,4.59,55730,19.05,24.89,4.86,11.8,0,327.36
Martinezcity,CA,31808,2.54,11.87,24.83,11.15,8.2,45964,11.68,29.27,4.07,15.45,21,328.75
Northglenncity,CO,27195,2.77,14.93,28.27,13.66,6.33,34726,16.94,13.84,5.34,13.08,0,330.1
CapeGirardeaucity,MO,34438,2.56,19.25,34.09,21.85,12.67,22634,22.96,24.32,6.44,9.82,0,331.04
Ludlowtown,MA,18820,2.71,13.33,25.15,12.38,13.66,36247,33.26,11.89,4.75,7.36,0,331.11
Moorecity,OK,40318,2.97,16.19,29.13,12.82,4.62,32984,17.79,13.91,4.53,11.77,0,331.36
Meridentown,CT,59479,2.56,12.01,26.89,12,13.05,36211,27.41,15.85,5.13,11.51,6,332
Atascaderocity,CA,23138,2.73,13.29,24.41,10.87,10.08,35140,13.72,20.63,4.02,12.7,0,332.61
Coronadocity,CA,26540,3.62,23.9,45.2,31.94,11.86,47790,5.88,39.25,1.71,9.8,0,332.73
Salemcity,OR,107786,2.63,13.25,26.88,13.29,12.82,25236,18.46,21.69,6.4,15.59,19,332.86
Placentiacity,CA,41259,3.09,16.43,31.71,16.67,6.58,50945,18.32,30.16,4.31,10,0,333.19
Murraycity,KY,14439,2.79,29.6,44.36,35.05,14.21,16961,24.76,27.11,6.93,8.25,0,333.19
Kingstoncity,NY,23095,2.42,10.99,25.15,11.74,16.02,29133,30.85,18.58,5.58,12.7,0,333.66
Waterfordtown,CT,17930,2.58,10.99,21.68,10.18,16.41,44167,18.15,22.31,4.4,8.64,0,336.13
BedfordHeightscity,OH,12131,2.27,12.4,27.57,13.32,11.01,28873,24.44,12.75,5.8,15.09,0,336.7
Waynesborocity,VA,18549,2.45,12.77,24.34,12,15.47,26668,28.82,18.19,4.82,13.08,0,337.96
LaMarquecity,TX,14120,2.67,13.99,23.94,11.04,13.21,27914,27.01,12.18,9.79,13.7,0,338.62
Bellinghamcity,WA,52179,2.46,19.04,35.4,23.07,12.01,24714,14.77,28.16,4.73,11.97,13,339.31
Uvaldecity,TX,14729,3.15,18.53,29.76,15.23,11.03,17103,48.56,12.46,13.57,10.47,0,339.49
BellefontaineNeighborscity,MO,10922,2.45,7.97,19.65,8,22.85,31726,33.85,11.63,5.01,6.85,0,339.73
Maumeecity,OH,15561,2.63,14.38,25.45,11.73,10.1,36901,10.81,21.16,4.63,8.62,0,339.84
Longviewcity,WA,31499,2.45,13.41,24.48,11.63,13.86,25535,22.09,13.05,7.53,14.49,0,339.92
Sebastiancity,FL,10205,2.46,9.62,18.03,7.64,23.89,26654,26.53,9.91,5.66,9.08,0,339.96
Fremontcity,OH,17648,2.65,14.82,27.61,12.85,12.53,25385,26.83,10.41,10.08,13.26,0,340.43
RanchoCucamongacity,CA,101409,3.01,15.06,28.75,12.87,4.73,46193,14,21.06,4.87,10.78,33,340.63
ManhattanBeachcity,CA,32063,2.29,8.1,24.76,9.84,8.07,67723,4.05,56.35,2.36,11.96,1,340.76
AlexanderCitycity,AL,14917,2.6,15.34,25.95,13,15.5,20970,39.6,14.21,4.75,11.29,0,341.75
OakRidgecity,TN,27310,2.32,12.05,20.93,9.77,17.41,32615,14.4,35.48,4.91,12.07,0,342.06
Greshamcity,OR,68235,2.65,14.27,26.91,12.71,8.81,31833,16.35,15.89,4.36,12.79,0,342.53
PalmBeachGardenscity,FL,22965,2.4,11.45,21.81,9.95,13.82,44688,9.11,38.21,2.57,11.7,1,343.74
Beloitcity,WI,35573,2.67,15.47,28.01,14.39,11.98,25859,27.57,11.31,8.36,13.15,0,343.81
IdahoFallscity,ID,43929,2.74,15.77,28.02,12.99,9.29,29887,15.78,25.72,4.75,11.11,1,345.37
Tustincity,CA,50689,2.77,14.06,34.37,17.33,6.67,38433,14,25.55,4.48,14,10,345.39
Pocatellocity,ID,46080,2.68,16.43,29.57,15.04,9.91,24955,16.93,22.16,6.09,11.55,0,345.45
NewIberiacity,LA,31828,2.86,15.81,27.77,13.33,11.31,18506,42.88,9.88,13.03,12.05,0,345.46
Cleburnecity,TX,22205,2.72,14.51,25.33,12.13,14.36,26037,31.22,13.23,8.64,10.6,0,346.72
